track_name,playlist_genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
I Don't Care (with Justin Bieber) - Loud Luxury Remix,pop,0.748,0.916,6,-2.634,1,0.0583,0.102,0,0.0653,0.518,122.036,194754
Memories - Dillon Francis Remix,pop,0.726,0.815,11,-4.969,1,0.0373,0.0724,0.00421,0.357,0.693,99.972,162600
All the Time - Don Diablo Remix,pop,0.675,0.931,1,-3.432,0,0.0742,0.0794,2.33E-05,0.11,0.613,124.008,176616
Call You Mine - Keanu Silva Remix,pop,0.718,0.93,7,-3.778,1,0.102,0.0287,9.43E-06,0.204,0.277,121.956,169093
Someone You Loved - Future Humans Remix,pop,0.65,0.833,1,-4.672,1,0.0359,0.0803,0,0.0833,0.725,123.976,189052
Beautiful People (feat. Khalid) - Jack Wins Remix,pop,0.675,0.919,8,-5.385,1,0.127,0.0799,0,0.143,0.585,124.982,163049
Never Really Over - R3HAB Remix,pop,0.449,0.856,5,-4.788,0,0.0623,0.187,0,0.176,0.152,112.648,187675
Post Malone (feat. RANI) - GATTÜSO Remix,pop,0.542,0.903,4,-2.419,0,0.0434,0.0335,4.83E-06,0.111,0.367,127.936,207619
Tough Love - Tiësto Remix / Radio Edit,pop,0.594,0.935,8,-3.562,1,0.0565,0.0249,3.97E-06,0.637,0.366,127.015,193187
If I Can't Have You - Gryffin Remix,pop,0.642,0.818,2,-4.552,1,0.032,0.0567,0,0.0919,0.59,124.957,253040
Cross Me (feat. Chance the Rapper & PnB Rock) - M-22 Remix,pop,0.679,0.923,6,-6.5,1,0.181,0.146,4.92E-06,0.124,0.752,121.984,207894
Hate Me - R3HAB Remix,pop,0.437,0.774,8,-4.918,1,0.0554,0.148,0,0.133,0.329,123.125,203733
Body On My,pop,0.744,0.726,1,-4.675,1,0.0463,0.0399,0,0.374,0.687,121.985,192507
SOS - Laidback Luke Tribute Remix / Radio Edit,pop,0.572,0.915,5,-4.451,0,0.0625,0.0111,0,0.339,0.678,123.919,164516
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy) - Tiësto Remix,pop,0.69,0.78,5,-4.446,0,0.0594,0.00733,0.00183,0.0729,0.238,126.07,255238
South of the Border (feat. Camila Cabello & Cardi B) - Andy Jarvis Remix,pop,0.805,0.835,0,-4.603,1,0.0896,0.13,5.03E-06,0.365,0.722,125.028,188230
All My Friends - Eden Prince Remix,pop,0.694,0.901,1,-4.322,0,0.0948,0.0702,0,0.427,0.368,118.051,173548
Say My Name (feat. Bebe Rexha & J Balvin) - Lucas & Steve Remix,pop,0.678,0.747,10,-5.289,0,0.165,0.0395,0,0.174,0.516,120.002,189375
Dancing With A Stranger (With Normani) - Cheat Codes Remix,pop,0.746,0.557,1,-6.722,1,0.0542,0.103,0.0036,0.138,0.324,111.961,159404
Let It Be Me - Sondr Remix,pop,0.467,0.821,7,-5.466,1,0.0934,0.00791,4.41E-04,0.131,0.232,122.676,185366
Heaven - David Guetta & MORTEN Remix,pop,0.572,0.934,6,-5.053,0,0.0446,0.00292,0.0198,0.105,0.204,125.948,215238
All Around The World (La La La) - Marnik Remix,pop,0.708,0.913,9,-4.329,0,0.0348,0.089,0.081,0.113,0.707,135.016,170667
Don't Leave Me Alone (feat. Anne-Marie) - EDX's Indian Summer Remix,pop,0.684,0.818,4,-4.477,0,0.128,0.0469,3.39E-06,0.119,0.336,123.938,210968
Slow Dance (feat. Ava Max) - Sam Feldt Remix,pop,0.732,0.85,1,-5.999,1,0.0444,0.114,2.02E-06,0.0388,0.372,124.024,193548
Do You Mean (feat. Ty Dolla $ign & bülow) - Myon Remix,pop,0.62,0.889,11,-3.785,1,0.0352,0.0163,1.86E-05,0.395,0.422,110.018,205093
Hold Me While You Wait - Steve Void Remix,pop,0.675,0.76,11,-7.037,1,0.0434,0.104,0,0.33,0.468,124.933,172800
One Thing Right - Firebeatz Remix,pop,0.682,0.851,1,-7.117,0,0.0363,0.0146,8.34E-04,0.0289,0.348,126,192381
Close To Me (with Diplo) (feat. Swae Lee) - CID Remix,pop,0.663,0.905,1,-3.781,0,0.0511,0.0325,0,0.333,0.397,125.996,175000
So Am I - Toby Green Remix,pop,0.625,0.938,6,-3.983,1,0.0517,0.00432,2.60E-04,0.0923,0.371,127.997,166875
When You Leave - Breathe Carolina Remix,pop,0.679,0.909,1,-2.929,1,0.105,0.0334,0,0.269,0.819,119.885,155080
Mother - Fedde Le Grand Remix,pop,0.641,0.869,11,-4.754,1,0.0423,0.0319,0.00131,0.403,0.358,128.091,178125
Signs - Eden Prince Remix,pop,0.702,0.814,0,-7.51,0,0.0841,0.107,3.03E-05,0.374,0.503,121.993,172000
Ruin My Life - Steve James Remix,pop,0.723,0.837,11,-6.487,1,0.0389,0.0103,4.77E-04,0.0834,0.643,123.952,177097
Torn - KREAM Remix,pop,0.742,0.864,0,-5.06,1,0.0976,0.00141,0.00467,0.241,0.727,125.032,169935
Quite Miss Home - Steve Void Remix,pop,0.716,0.815,10,-4.121,1,0.0533,0.108,0,0.163,0.351,124.975,220413
Love Me Less (feat. Quinn XCII) - Party Pupils Remix,pop,0.748,0.831,1,-5.029,1,0.115,0.0823,7.36E-05,0.0757,0.894,128.024,185273
Happier - Matt Medved Remix,pop,0.816,0.833,5,-5.972,1,0.0511,0.126,9.09E-06,0.0625,0.793,122.032,170164
Side Effects - Fedde Le Grand Remix,pop,0.633,0.854,0,-4.046,0,0.0432,0.0382,2.83E-05,0.434,0.659,126.026,172360
Good Things Fall Apart (with Jon Bellion) [Tiësto's Big Room Remix],pop,0.563,0.81,2,-2.921,1,0.0522,0.00522,0,0.0846,0.495,129.975,247385
Paradise - Bazzi vs. Black Caviar Remix,pop,0.728,0.815,11,-2.878,0,0.046,0.00223,3.17E-04,0.101,0.681,124.019,218015
White Mercedes - EDX's Miami Sunset Remix,pop,0.846,0.773,5,-3.503,1,0.0473,0.0141,2.23E-05,0.204,0.586,124.008,200444
Higher Love,pop,0.693,0.678,8,-7.159,1,0.0324,0.0154,6.05E-06,0.101,0.404,103.952,228267
Unlove You,pop,0.678,0.928,3,-3.66,0,0.0597,0.0303,3.33E-05,0.143,0.663,116.892,150160
bad guy (with Justin Bieber),pop,0.67,0.453,0,-11.265,1,0.295,0.252,0.33,0.117,0.68,135.055,194840
Freaking Me Out - Keanu Silva Remix,pop,0.755,0.931,1,-4.104,0,0.0606,0.132,0.0271,0.0854,0.288,122.041,177466
Heaven Can Wait - The Aston Shuffle Remix,pop,0.622,0.859,5,-7.626,1,0.0636,6.09E-04,0.746,0.0909,0.442,121.968,218373
When It Comes To You - Benny Benassi & BB Team Remix,pop,0.789,0.893,10,-4.364,0,0.168,0.0538,0,0.221,0.41,121.956,144073
Gone - The Wild Remix,pop,0.64,0.838,6,-4.203,1,0.0416,0.0588,1.99E-05,0.0424,0.587,124.081,193861
American Boy - Brooks Remix,pop,0.609,0.764,5,-4.564,0,0.111,0.0994,0,0.197,0.531,128.082,200625
Million Pieces - M-22 Remix,pop,0.64,0.992,4,-3.318,0,0.0585,0.0832,0.0083,0.109,0.479,123.951,166237
joy. (R3HAB Remix),pop,0.75,0.81,0,-4.607,0,0.0572,0.0917,1.59E-05,0.111,0.48,120.038,171500
Crash Into Me - Settle Down Steavis Aoki Remix,pop,0.535,0.956,1,-2.996,0,0.0343,6.09E-04,0.0109,0.262,0.12,127.984,266719
Old Town Road - Diplo Remix,pop,0.766,0.771,6,-9.108,1,0.0576,0.00407,3.76E-06,0.113,0.297,140.036,204027
Lovers + Strangers - GATTÜSO Remix,pop,0.649,0.821,10,-4.952,0,0.0472,0.017,3.47E-04,0.0655,0.394,125.977,203968
Promises (with Sam Smith) - David Guetta Remix,pop,0.588,0.697,3,-4.744,0,0.0372,0.186,2.19E-04,0.103,0.225,125.157,190417
Flames (with ZAYN) - R3HAB & Skytech VIP Remix,pop,0.355,0.789,5,-4.358,0,0.165,0.0148,0,0.0355,0.169,80.444,237686
What Am I - SONDR Remix,pop,0.542,0.84,0,-5.283,0,0.0419,0.0336,8.45E-05,0.277,0.509,118.02,180361
Cool Kids,pop,0.735,0.5,8,-11.297,1,0.0511,0.415,3.12E-05,0.13,0.119,126.1,139048
Loco Contigo (with J. Balvin & Tyga) - Cedric Gervais Remix,pop,0.752,0.84,6,-4.451,0,0.0373,0.00486,0.0109,0.0916,0.461,124.002,279800
All Star - Breathe Carolina Remix,pop,0.748,0.903,3,-5.877,0,0.0385,0.0324,0,0.106,0.751,115.018,217043
Trampoline - Dave Audé Remix,pop,0.607,0.955,7,-3.613,0,0.102,0.0163,0.121,0.0725,0.501,125.984,230476
Stay (Don't Go Away) [feat. Raye] - Mark Knight Remix,pop,0.607,0.995,9,-2.325,0,0.0487,0.0921,0.002,0.0445,0.664,124.998,188640
With You - Dexter Remix,pop,0.679,0.786,1,-6.918,0,0.132,0.119,5.89E-06,0.224,0.47,126.092,196613
Safety (feat. DJ Snake) - Dark Heart 2am Mix,pop,0.714,0.801,5,-5.8,0,0.0301,0.0204,0.00615,0.334,0.292,124.015,210000
Beautiful (feat. Camila Cabello) - Bazzi vs. EDX's Ibiza Sunrise Remix,pop,0.69,0.862,2,-4.154,1,0.0944,0.0611,1.85E-05,0.238,0.453,121.975,187869
Talk - Disclosure VIP,pop,0.775,0.867,4,-7.388,0,0.204,0.0158,0.0117,0.0355,0.565,128.956,273229
Spicy - Majestic Remix,pop,0.814,0.838,11,-5.547,1,0.0763,0.001,0.0223,0.0185,0.959,121.978,255861
Don't Leave Me Lonely (feat. Yebba) - Claptone Remix,pop,0.784,0.779,8,-5.48,1,0.0387,0.0357,0.025,0.0245,0.459,124.994,216714
Treehouse - R3HAB Remix,pop,0.367,0.783,6,-4.504,1,0.154,0.00515,0,0.0545,0.289,88.013,192653
Hearts Ain't Gonna Lie - Eden Prince Remix,pop,0.609,0.83,6,-3.759,0,0.0793,0.201,6.18E-05,0.0321,0.604,117.833,238451
Call You Mine,pop,0.591,0.702,7,-5.59,1,0.0289,0.225,0,0.414,0.501,104.003,217653
Post Malone (feat. RANI),pop,0.59,0.642,7,-3.87,1,0.122,0.0771,0,0.105,0.651,107.356,174444
Here With Me,pop,0.791,0.565,5,-3.933,0,0.0439,0.0623,0,0.156,0.181,99.961,156347
Easier - Seeb Remix,pop,0.564,0.747,5,-3.374,1,0.0584,0.0728,0,0.151,0.717,97.878,165767
Sixteen,pop,0.669,0.801,8,-5.445,1,0.136,0.268,0,0.0594,0.541,109.919,201072
Never Really Over,pop,0.77,0.882,8,-4.792,1,0.0602,0.194,0,0.316,0.385,99.991,223523
All You Need To Know (feat. Calle Lehmann),pop,0.513,0.788,0,-4.629,1,0.0364,0.00968,0,0.11,0.234,139.987,238459
I Miss Myself (with HRVY),pop,0.72,0.864,0,-3.249,1,0.208,0.0856,0,0.16,0.659,96.048,191612
South of the Border (feat. Camila Cabello & Cardi B) - Sam Feldt Remix,pop,0.789,0.858,5,-4.388,1,0.0404,0.22,4.58E-05,0.335,0.491,110.012,173455
Takeaway (feat. Lennon Stella),pop,0.294,0.505,3,-8.106,1,0.042,0.12,0,0.0977,0.357,85.332,209893
All the Time,pop,0.665,0.799,6,-2.868,0,0.0617,0.18,0,0.125,0.5,101.976,228112
What I Like About You (feat. Theresa Rex),pop,0.46,0.8,1,-3.584,1,0.05,0.289,6.16E-06,0.121,0.553,102.46,220396
With You,pop,0.362,0.921,1,-3.815,0,0.486,0.123,0,0.19,0.529,172.191,180840
Body Back (feat. Maia Wright),pop,0.686,0.83,8,-4.437,1,0.0369,0.0948,1.33E-06,0.182,0.486,123.032,214634
Not Ok,pop,0.618,0.66,11,-8.14,0,0.0372,0.0292,2.07E-06,0.325,0.408,105,210944
Ruin My Life,pop,0.665,0.699,11,-5.265,1,0.0578,0.423,0,0.0969,0.585,124.896,190932
I Wanna Know (feat. Bea Miller),pop,0.661,0.725,6,-4.859,1,0.0563,0.0253,0,0.123,0.605,119.927,197939
Better With You,pop,0.571,0.752,3,-4.872,1,0.0293,0.0196,6.92E-05,0.114,0.25,102.043,192941
"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",pop,0.591,0.705,9,-6.519,0,0.079,0.381,1.16E-04,0.131,0.27,121.799,215316
Polaroid,pop,0.652,0.898,7,-4.481,0,0.0361,0.29,0,0.073,0.472,114.043,193377
Lost In Japan - Remix,pop,0.706,0.855,10,-5.377,1,0.215,0.0911,0,0.347,0.293,107.184,201253
In Your Arms (with X Ambassadors),pop,0.404,0.806,2,-4.75,1,0.0496,0.198,0,0.114,0.112,148.036,220730
I'm Not Alright,pop,0.876,0.856,4,-3.884,1,0.0486,0.0812,1.29E-06,0.457,0.685,121.991,185062
SOS,pop,0.802,0.645,5,-6.181,0,0.0715,0.272,0,0.119,0.376,100.001,157202
Harder,pop,0.906,0.832,5,-3.004,0,0.0718,0.0909,0,0.152,0.751,104.03,159753
The Middle,pop,0.753,0.657,7,-3.061,1,0.0449,0.171,0,0.112,0.437,107.01,184732
Wanted,pop,0.693,0.674,5,-4.449,1,0.0723,0.185,0,0.0639,0.378,95.972,160998
Crash Into Me,pop,0.672,0.815,1,-6.476,0,0.0981,0.00246,0,0.577,0.341,115.033,226093
Need Your Love (with Noah Kahan),pop,0.581,0.76,0,-3.962,1,0.0406,0.16,0,0.183,0.523,104.099,205787
Good Things Fall Apart (with Jon Bellion),pop,0.643,0.594,2,-5.453,1,0.0318,0.0128,0,0.118,0.442,144.033,216668
Don't Call Me Up,pop,0.674,0.881,9,-2.853,1,0.147,0.296,3.01E-06,0.0793,0.234,98.994,178480
Nostalgic,pop,0.691,0.538,0,-9.952,1,0.103,0.246,0.163,0.178,0.329,99.972,182668
Let It Be Me,pop,0.661,0.758,7,-5.299,1,0.0864,0.0797,0,0.106,0.387,114.098,224061
Lovers + Strangers,pop,0.653,0.69,1,-5.003,1,0.0756,0.109,0,0.136,0.652,110.214,178501
Sad Song (feat. TINI),pop,0.734,0.693,0,-6.474,1,0.0361,0.0878,0,0.341,0.55,110.021,154024
Sleepless Nights,pop,0.663,0.696,11,-5.994,1,0.0349,0.0563,6.25E-06,0.226,0.449,139.98,197880
Save Me Tonight,pop,0.55,0.899,5,-3.284,0,0.0458,0.0113,9.65E-05,0.137,0.408,125.85,170079
Pretty Girl - Cheat Codes X CADE Remix,pop,0.703,0.868,7,-4.661,0,0.0291,0.15,0.132,0.104,0.733,121.03,193613
No Sleep (feat. Bonn),pop,0.44,0.635,11,-6.385,1,0.0326,0.129,0,0.121,0.327,128.133,207095
Feel Good (feat. Daya),pop,0.625,0.707,2,-4.761,1,0.0337,0.22,0,0.213,0.479,138.064,248156
Endless Summer,pop,0.625,0.719,4,-5.541,1,0.0612,0.048,0,0.0668,0.326,101.091,202072
Faith (with Dolly Parton) [feat. Mr. Probz],pop,0.547,0.795,8,-3.721,1,0.0489,0.145,0,0.11,0.723,118.118,186805
Think About You,pop,0.673,0.596,10,-7.891,1,0.0354,0.166,0,0.11,0.19,123.969,208567
Party For One,pop,0.699,0.633,6,-6.547,1,0.0362,0.0453,0,0.101,0.458,123.449,184533
Ritual,pop,0.647,0.726,3,-4.389,0,0.0552,0.157,0,0.0844,0.767,114.996,198996
Electricity (with Dua Lipa),pop,0.588,0.67,0,-6.439,1,0.0473,0.0104,3.33E-06,0.338,0.505,118.159,238173
Lie,pop,0.655,0.427,2,-11.684,0,0.0799,0.295,0.00108,0.0788,0.224,107.992,215446
I Found You (with Calvin Harris),pop,0.79,0.865,6,-4.159,1,0.0438,0.0264,0.0892,0.24,0.362,122.99,189165
Now That I Found You,pop,0.611,0.737,0,-5.154,0,0.0476,0.0145,0,0.107,0.574,124.169,200318
All Comes Back To You,pop,0.726,0.763,4,-6.872,1,0.0882,0.524,2.64E-06,0.0943,0.516,128.02,160312
Need U,pop,0.714,0.705,10,-6.479,1,0.0995,0.292,3.86E-04,0.126,0.471,114.994,219521
First Love,pop,0.619,0.938,5,-5.245,1,0.35,0.0257,1.39E-05,0.128,0.601,94.38,207428
Something Real,pop,0.575,0.808,1,-4.578,1,0.0439,0.0446,0,0.0693,0.232,127.922,179531
TIME,pop,0.768,0.808,5,-1.818,1,0.112,0.00627,5.33E-06,0.343,0.664,119.971,166000
Something About You (with Rudimental),pop,0.767,0.605,6,-5.737,0,0.188,0.559,3.63E-04,0.193,0.657,107.042,203200
Home (feat. Bonn),pop,0.466,0.612,8,-4.855,0,0.0307,0.0655,4.07E-06,0.132,0.236,128.114,239067
Simple (STVW Remix),pop,0.434,0.917,9,-3.613,0,0.0633,0.301,1.80E-05,0.289,0.622,121.967,147554
Sorry,pop,0.744,0.79,8,-4.617,0,0.0562,0.0547,8.02E-04,0.32,0.847,125.002,188640
Spicy (with Diplo & Charli XCX),pop,0.837,0.818,8,-4.474,0,0.0533,0.0527,0.00642,0.11,0.484,109.993,157159
The Upside (feat. Elle King),pop,0.514,0.856,2,-4.285,1,0.0717,0.00123,6.34E-06,0.544,0.351,117.014,228502
Stay,pop,0.69,0.622,5,-5.025,0,0.0622,0.253,0,0.116,0.544,102.04,210091
Million Voices,pop,0.466,0.869,3,-4.275,1,0.0529,0.0142,0.00241,0.115,0.185,126.113,187150
"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",pop,0.842,0.801,8,-4.167,0,0.228,0.157,4.82E-06,0.0642,0.617,95.881,212500
Closer (feat. Halsey),pop,0.748,0.524,8,-5.599,1,0.0338,0.414,0,0.111,0.661,95.01,244960
Say My Name (feat. Zyra) - RAC Mix,pop,0.647,0.624,9,-8.446,1,0.0451,0.025,0.056,0.0616,0.477,115.002,243091
Clarity,pop,0.509,0.781,8,-3.48,1,0.072,0.0398,0,0.0749,0.176,128,271427
Solo (feat. Demi Lovato),pop,0.737,0.636,11,-4.546,0,0.0437,0.0441,6.66E-05,0.35,0.565,105.005,222653
Scared to Be Lonely,pop,0.584,0.54,1,-7.786,0,0.0576,0.0895,0,0.261,0.195,137.972,220883
Friends (with BloodPop®),pop,0.743,0.733,8,-5.337,1,0.0375,0.00402,0,0.304,0.622,104.977,189467
RITMO (Bad Boys For Life),pop,0.721,0.716,10,-7.037,0,0.0657,0.0334,8.40E-04,0.237,0.667,104.994,221714
Promises (with Sam Smith),pop,0.781,0.768,11,-5.991,1,0.0394,0.0119,4.91E-06,0.325,0.486,123.07,213309
Turn Me On (feat. Vula),pop,0.737,0.828,11,-4.711,1,0.0396,0.0149,5.83E-04,0.0862,0.517,124.052,208474
Light,pop,0.57,0.763,1,-4.137,1,0.0573,0.0857,2.49E-06,0.0932,0.43,150.088,239853
2U,pop,0.551,0.651,8,-5.828,0,0.0594,0.225,0,0.224,0.562,144.875,194907
Something Just Like This,pop,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44E-05,0.164,0.446,103.019,247160
One Kiss (with Dua Lipa),pop,0.791,0.862,9,-3.24,0,0.11,0.037,2.19E-05,0.0814,0.592,123.994,214847
Heroes (we could be),pop,0.503,0.748,5,-4.124,1,0.0619,0.0305,0,0.343,0.356,125.896,210013
It Ain’t Me (with Selena Gomez),pop,0.64,0.533,0,-6.596,1,0.0706,0.119,0,0.0864,0.515,99.968,220781
Let Me Love You (Until You Learn To Love Yourself),pop,0.658,0.677,5,-6.628,1,0.0393,0.248,0,0.368,0.248,124.91,251627
Let Me Love You,pop,0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63E-05,0.135,0.163,99.988,205947
Roses,pop,0.713,0.802,4,-7.055,1,0.0561,0.0435,0.00377,0.309,0.343,100.001,226739
Stay The Night - Featuring Hayley Williams Of Paramore,pop,0.596,0.738,8,-3.109,1,0.0411,0.109,0,0.0947,0.461,127.961,217347
Latch,pop,0.503,0.727,1,-5.456,1,0.167,0.0159,9.45E-05,0.0895,0.521,121.985,255632
Flames,pop,0.609,0.726,5,-4.346,0,0.0414,0.0723,8.45E-06,0.0895,0.362,93.958,195000
Sorry,pop,0.654,0.76,0,-3.669,0,0.045,0.0797,0,0.299,0.41,99.945,200787
This Is What You Came For,pop,0.63,0.928,9,-2.787,0,0.0331,0.199,0.124,0.148,0.465,123.963,222160
Wake Me Up,pop,0.532,0.783,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427
In My Mind,pop,0.694,0.77,6,-5.335,1,0.149,0.176,1.10E-05,0.118,0.163,125.905,184560
Titanium (feat. Sia),pop,0.604,0.787,0,-3.674,0,0.103,0.0679,0.15,0.127,0.301,126.062,245040
Where Are Ü Now,pop,0.432,0.74,7,-5.053,1,0.062,0.0342,6.59E-06,0.14,0.193,139.42,242520
Firework,pop,0.638,0.832,8,-5.039,1,0.049,0.141,0,0.113,0.648,124.071,227893
Mi Gente (feat. Beyoncé),pop,0.759,0.716,11,-6.36,0,0.0818,0.0223,0,0.231,0.469,105.009,209733
Don't You Worry Child - Radio Edit,pop,0.614,0.832,11,-3.419,0,0.0522,0.11,0,0.185,0.429,129.038,213169
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",pop,0.669,0.832,0,-5.72,1,0.0682,0.0106,0,0.0968,0.7,113.035,237547
Anything Could Happen,pop,0.702,0.781,0,-4.081,1,0.03,0.433,0,0.135,0.382,102.997,286322
Poker Face,pop,0.851,0.806,4,-4.618,1,0.0786,0.12,1.33E-06,0.121,0.776,119.001,237200
How Deep Is Your Love,pop,0.738,0.868,11,-4.373,0,0.0731,0.0389,0.00171,0.388,0.336,122.003,212640
In Your Eyes (feat. Alida),pop,0.57,0.672,8,-5.89,0,0.0723,0.177,0,0.0768,0.448,120.019,208222
Wish You Well (with Sigala),pop,0.67,0.89,5,-3.785,0,0.0576,0.122,0,0.333,0.568,124.967,206440
With You - LöKii Remix,pop,0.708,0.727,9,-7.647,1,0.0389,0.0201,0.676,0.37,0.512,120.012,231480
Dive,pop,0.654,0.787,4,-4.999,1,0.0502,0.00515,0,0.144,0.409,123.978,164490
No Goodbye,pop,0.945,0.584,6,-7.649,0,0.044,0.0955,0.341,0.147,0.626,124.996,168547
Work,pop,0.704,0.929,0,-4.447,1,0.0395,0.0395,0.0249,0.181,0.633,126.055,155238
Instagram,pop,0.765,0.906,8,-2.097,0,0.0965,0.125,0,0.423,0.95,96.071,184558
Better Off Without You (feat. Shift K3Y),pop,0.682,0.855,7,-3.282,1,0.0401,0.0566,1.00E-06,0.101,0.304,124.004,198743
Butterfly,pop,0.627,0.662,7,-7.104,0,0.0349,0.0922,1.66E-04,0.143,0.596,124.039,159194
All The Love You Got,pop,0.762,0.736,7,-7.66,1,0.0778,0.135,0.0538,0.113,0.248,126.007,165714
Call You Mine - Asketa & Natan Chaim Remix,pop,0.577,0.844,7,-3.364,1,0.0406,0.00407,6.13E-06,0.499,0.283,115.066,183653
Love Is Not Enough,pop,0.632,0.816,8,-4.584,1,0.0349,0.00205,0.106,0.119,0.134,127.95,202500
Lose Control,pop,0.598,0.526,10,-8.659,0,0.0415,0.129,0,0.14,0.529,123.935,168387
I Wanna Dance,pop,0.825,0.841,0,-6.433,1,0.135,0.0906,0.00411,0.258,0.616,126.026,184582
After The Landslide - Club Remix,pop,0.63,0.731,6,-4.985,1,0.0352,0.0191,7.82E-06,0.704,0.46,119.997,240000
Midnight Hour with Boys Noize & Ty Dolla $ign,pop,0.795,0.899,0,-4.202,1,0.0685,0.00235,3.92E-04,0.199,0.329,125.978,198839
Pon de Replay,pop,0.529,0.717,6,-7.049,0,0.24,0.123,7.07E-04,0.0363,0.481,103.99,257943
So Close,pop,0.7,0.872,10,-5.896,1,0.0666,0.121,7.08E-06,0.103,0.761,125.03,190302
Look Into My Eyes,pop,0.791,0.541,1,-7.14,1,0.054,0.123,4.74E-05,0.121,0.433,115.987,154654
Not in Control,pop,0.904,0.633,0,-5.545,1,0.0958,0.203,2.66E-04,0.163,0.492,121.995,179016
BLUE,pop,0.744,0.725,11,-6.055,1,0.0303,0.018,9.29E-06,0.212,0.904,118.034,167859
Don't Waste My Time,pop,0.772,0.687,9,-6.348,0,0.211,0.0528,0,0.834,0.59,118.116,154286
Beat Of My Heart,pop,0.706,0.524,6,-8.804,1,0.026,0.127,0.00129,0.109,0.296,111.991,183183
Don't Start Now - Kungs Remix,pop,0.664,0.699,11,-7.115,0,0.27,0.0352,0,0.0612,0.252,122.019,216256
Drunken Truth,pop,0.781,0.745,1,-4.942,0,0.0374,0.0814,9.71E-05,0.106,0.498,110.051,158091
Jacques,pop,0.789,0.547,9,-8.738,0,0.0748,0.072,9.21E-05,0.0782,0.48,120.024,203227
Something Real,pop,0.575,0.808,1,-4.578,1,0.0439,0.0446,0,0.0693,0.232,127.922,179531
Stay (Don't Go Away) [feat. Raye],pop,0.669,0.797,9,-5.68,0,0.0624,0.259,0,0.199,0.552,119.865,185943
Solid Gold,pop,0.567,0.946,5,-2.245,0,0.0541,0.0978,1.37E-06,0.0836,0.295,104.983,208367
One Life,pop,0.653,0.757,3,-3.642,1,0.0555,0.0997,0,0.242,0.233,128.015,204591
All ‘Bout The Money,pop,0.721,0.779,6,-4.239,0,0.0606,0.142,0,0.143,0.327,110.026,169964
Never Letting Go,pop,0.534,0.765,1,-3.151,1,0.0338,0.0915,0.00107,0.225,0.117,127.978,172520
Used To Love (with Dean Lewis),pop,0.651,0.693,4,-4.722,1,0.0375,0.458,0,0.335,0.392,118.97,236765
Giulia,pop,0.682,0.923,0,-3.273,1,0.0364,0.00395,3.00E-05,0.242,0.37,130.052,153231
What Do I Do? - Benny Benassi Remix,pop,0.66,0.827,10,-5.081,1,0.0789,0.429,0,0.0923,0.611,115.349,167249
Dreams Of You (feat. Rae Morris),pop,0.57,0.965,6,-4.881,0,0.0348,0.00108,0.523,0.201,0.148,123.008,291785
I Will Let You Down (feat. KLARA),pop,0.608,0.918,0,-1.137,0,0.0684,0.199,0,0.309,0.422,126.022,182000
Carillon (with Achille Lauro),pop,0.561,0.562,9,-11.431,0,0.15,0.062,0,0.118,0.244,151.631,242385
La Vie - Gabry Ponte Mix,pop,0.591,0.88,4,-5.153,0,0.223,0.0804,0,0.326,0.482,127.013,177638
Lullaby,pop,0.626,0.8,1,-3.988,0,0.035,0.0267,1.38E-04,0.0623,0.258,127.966,160184
Say It,pop,0.745,0.8,11,-5.606,0,0.0361,0.0209,4.79E-04,0.113,0.314,122.008,204693
All This Time,pop,0.66,0.857,2,-5.219,1,0.321,0.167,1.36E-05,0.119,0.233,130.069,225160
All You Need To Know (feat. Calle Lehmann),pop,0.53,0.729,0,-6.019,1,0.0376,0.00699,0,0.103,0.219,139.929,238338
Acordeão,pop,0.552,0.887,1,-3.812,1,0.147,0.0457,0.0207,0.0903,0.783,125.229,131204
My Friend,pop,0.471,0.911,2,-4.372,0,0.0594,0.0316,0.00648,0.571,0.197,126.112,170000
On & On,pop,0.747,0.776,10,-5.898,0,0.0722,0.0233,1.38E-05,0.761,0.67,125.07,147027
Juliet & Romeo,pop,0.712,0.664,11,-8.026,1,0.0345,0.0416,1.04E-04,0.0668,0.781,122.014,204514
All Around The World (La La La),pop,0.733,0.859,9,-5.03,0,0.033,0.479,0.0645,0.105,0.52,124.948,147840
Are You Lonely (feat. ISÁK),pop,0.517,0.793,6,-5.851,0,0.0367,0.0214,4.60E-04,0.0892,0.176,90.06,157333
No More (feat. Brenda Mullen) - Bottai Edit,pop,0.675,0.674,4,-6.329,1,0.0372,0.00339,8.55E-05,0.279,0.414,125.037,200640
Close Your Eyes,pop,0.818,0.823,11,-3.563,0,0.2,0.0663,1.17E-05,0.133,0.52,128.136,160794
Buzzing (with Nevve),pop,0.639,0.591,7,-3.905,0,0.0344,0.128,6.69E-06,0.159,0.305,128.002,225000
