track_name,playlist_genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms
Whatcha Waiting For,rap,0.734,0.527,9,-7.05,1,0.102,0.0155,0,0.141,0.338,82.978,167579
Just Another Thing (feat. Crucifix),rap,0.773,0.684,0,-6.763,1,0.067,0.0784,0,0.0868,0.484,89.992,217173
Poor Man's Mansion,rap,0.576,0.748,7,-6.774,1,0.225,0.321,0,0.145,0.49,89.615,150290
New Orleans,rap,0.751,0.658,8,-6.664,1,0.146,0.0474,0,0.291,0.261,116.966,238068
Love is a War,rap,0.635,0.429,9,-9.926,0,0.113,0.115,0,0.0689,0.25,121.953,258044
Shot Through the Heart,rap,0.683,0.566,9,-7.664,0,0.261,0.321,0,0.112,0.339,140.105,214562
Take it Slow,rap,0.706,0.821,7,-6.554,1,0.119,0.0345,0,0.219,0.528,99.997,187116
Answer to No One (feat. JJ Lawhorn),rap,0.468,0.874,7,-4.45,0,0.0992,0.187,0,0.0718,0.523,79.988,212924
Only,rap,0.695,0.745,11,-4.566,1,0.0292,0.0124,0,0.0863,0.484,105.01,198116
California,rap,0.708,0.748,1,-6.483,1,0.0518,0.202,0,0.0994,0.525,139.915,265039
Fly Away,rap,0.764,0.577,9,-5.58,0,0.0386,0.0919,0,0.0966,0.538,140.031,332835
Long Road,rap,0.843,0.668,4,-7.236,0,0.0371,0.174,6.66E-05,0.0963,0.378,125.028,305219
Bourbon Blues (feat. Jason Hust),rap,0.661,0.613,6,-9.572,0,0.066,0.0848,0,0.194,0.518,146.083,240000
Drivin’ Around Song (feat. Jason Aldean),rap,0.613,0.709,7,-7.408,1,0.0387,0.0819,0,0.11,0.523,134.972,220125
Hard 2 Love,rap,0.794,0.694,0,-6.224,1,0.169,0.0665,0,0.232,0.758,85.021,304947
Steer Clear,rap,0.809,0.661,2,-7.142,1,0.105,0.0195,0,0.457,0.392,114.986,171575
Animal,rap,0.548,0.728,9,-5.417,1,0.0362,0.0687,0,0.185,0.499,130.045,152341
Gassed Up,rap,0.569,0.814,2,-6.441,0,0.0459,3.59E-04,7.98E-06,0.235,0.59,131.041,157696
Ghost Ranch,rap,0.598,0.742,6,-5.59,0,0.0271,0.00935,2.13E-06,0.0968,0.349,129.984,242112
Alcoholic Shrink,rap,0.666,0.751,0,-5.849,1,0.0405,0.00667,0,0.196,0.46,124.029,214763
Hillbilly Psycho,rap,0.466,0.739,4,-6.782,1,0.0943,0.0131,0,0.351,0.28,148.15,250219
Forever Fame,rap,0.491,0.648,0,-5.645,1,0.0287,0.0225,0,0.122,0.309,179.932,141269
Legend of the South,rap,0.709,0.875,7,-5.479,1,0.0544,0.0816,0,0.119,0.462,102.044,220293
Dirty Elvis,rap,0.67,0.818,1,-7.373,1,0.0315,0.00609,0,0.0754,0.552,130.036,152080
"Like Father, Like Son",rap,0.608,0.665,2,-7.521,0,0.0353,0.0511,0,0.2,0.206,89.953,265176
One Shot,rap,0.758,0.704,2,-5.179,1,0.04,0.21,0,0.25,0.173,129.996,260561
The Struggle Is Real,rap,0.715,0.716,2,-5.254,1,0.0383,0.108,0,0.295,0.0619,128.005,249014
Outlaw Shit (feat. Waylon Jennings & Yelawolf),rap,0.64,0.686,7,-5.962,0,0.0425,0.00694,2.24E-06,0.103,0.318,75.673,261157
Lady Karma,rap,0.608,0.649,6,-7.876,0,0.19,0.0925,8.49E-05,0.553,0.505,167.936,291467
Darlin Angel (feat. Upchurch),rap,0.732,0.61,6,-6.373,1,0.0834,0.0127,0,0.108,0.893,170.034,224372
Livin' on Closing Time,rap,0.516,0.725,7,-5.192,1,0.0316,0.00882,0,0.344,0.373,169.226,267257
Country to the City (feat. Jg Made Um Look),rap,0.911,0.552,2,-8.311,1,0.199,0.00178,2.16E-06,0.0956,0.384,97.239,332459
Spud Webb,rap,0.703,0.705,8,-4.619,0,0.0725,0.047,0,0.109,0.57,149.991,251069
Echoes,rap,0.606,0.683,9,-8.78,0,0.24,0.385,0,0.104,0.519,149.791,237180
Bartender Song (Sittin' at a Bar) (Remix) [feat. Cypress Spring],rap,0.479,0.586,4,-6.587,1,0.0592,0.101,0,0.121,0.542,79.166,237976
We The People,rap,0.574,0.696,7,-5.08,1,0.0413,0.0524,0,0.222,0.798,168.219,153643
Back (with Jake Owen),rap,0.543,0.744,7,-5.907,1,0.0306,0.166,0,0.146,0.595,136.894,242666
In My Hood,rap,0.801,0.72,1,-5.155,1,0.303,0.184,0,0.241,0.492,90.024,230899
Where The Hood At,rap,0.537,0.948,8,-3.063,1,0.355,0.151,0,0.356,0.792,186.151,286267
Hustlin',rap,0.502,0.652,9,-7.224,1,0.3,0.0849,0,0.0675,0.649,136.04,254093
We Right Here,rap,0.767,0.678,9,-7.795,1,0.137,0.00731,0,0.314,0.635,92.923,271013
No Games,rap,0.759,0.828,8,-4.217,0,0.0532,0.0185,1.66E-06,0.159,0.353,146.58,233427
So Sophisticated,rap,0.688,0.872,2,-4.651,1,0.282,0.029,0,0.571,0.562,76.983,249440
Best For You,rap,0.523,0.507,1,-10.144,1,0.309,0.171,0,0.0413,0.316,98.931,186122
Layaway,rap,0.809,0.424,1,-8.898,1,0.262,0.0583,0,0.109,0.199,137.991,209955
Talk To Me,rap,0.786,0.612,8,-4.894,1,0.217,0.76,0,0.111,0.513,84.963,181673
You Tried It,rap,0.854,0.728,7,-4.01,1,0.298,0.025,0,0.0642,0.616,94.907,126871
ARROGANT AMERiCAN FREESTYLE - REMIX,rap,0.61,0.959,1,-2.914,0,0.351,0.159,0,0.242,0.683,174.176,350500
Woah,rap,0.882,0.602,11,-5.554,1,0.245,0.0177,0,0.178,0.43,142.959,183011
Costa Rica,rap,0.9,0.482,11,-8.98,0,0.421,0.201,0,0.106,0.68,127.866,114965
Pinocchio,rap,0.863,0.645,3,-10.297,0,0.484,0.523,2.28E-05,0.186,0.763,140.009,125205
Fell In Love,rap,0.901,0.626,7,-7.02,0,0.0669,0.115,0,0.157,0.89,115.043,170059
Step Harder,rap,0.82,0.65,5,-5.799,0,0.426,0.0182,0,0.115,0.363,155.026,176627
My Gun Go Off,rap,0.632,0.76,7,-4.273,1,0.283,0.0922,1.25E-06,0.146,0.275,84.838,192080
Jimmy Neutron,rap,0.83,0.791,5,-6.841,1,0.362,0.136,0,0.116,0.964,105.264,109367
Nun 2 Fuck Wit (feat. Young Dolph),rap,0.874,0.496,5,-5.579,0,0.154,0.0498,0,0.294,0.129,145.977,170962
Fake Bitches,rap,0.913,0.719,1,-3.536,1,0.21,0.545,0,0.132,0.448,99.99,168200
I Smell Pussy,rap,0.806,0.787,11,-3.005,0,0.216,0.0438,0,0.0644,0.74,89.208,238200
Hustle,rap,0.792,0.629,11,-7.612,0,0.317,0.255,0,0.055,0.382,119.987,96000
Gryndin (feat. Young Marco),rap,0.618,0.819,8,-2.151,0,0.239,0.291,0,0.0744,0.529,157.218,198845
McQueen,rap,0.688,0.689,10,-5.311,0,0.162,0.018,3.11E-06,0.114,0.578,184.093,156522
I Don't Dance,rap,0.695,0.917,1,-5.915,1,0.134,0.156,0,0.124,0.544,103.029,207360
Downfall,rap,0.936,0.665,2,-8.128,1,0.148,0.0629,2.25E-04,0.121,0.681,138.031,172492
Trapper of the Year,rap,0.65,0.496,10,-10.311,0,0.189,0.0185,0,0.138,0.382,166.002,196994
Remember Me,rap,0.57,0.735,0,-8.041,0,0.187,0.0221,0,0.346,0.735,146.068,184999
Chase The Money,rap,0.893,0.776,11,-5.356,1,0.293,0.00607,0,0.103,0.229,91.987,284439
Surrounded By Hoes,rap,0.74,0.614,1,-7.092,0,0.315,0.543,0,0.109,0.813,93.449,130640
Floor Seats,rap,0.74,0.453,3,-7.828,1,0.121,0.656,8.00E-05,0.111,0.178,75.992,138158
I Got Swag,rap,0.63,0.871,7,-3.553,1,0.326,0.0154,0,0.306,0.509,181.259,214707
Old Me,rap,0.751,0.684,8,-3.402,1,0.107,0.179,0,0.12,0.173,110.006,210034
Baby By Me,rap,0.604,0.9,0,-2.935,0,0.0927,0.0183,1.51E-04,0.0728,0.422,190.029,215867
Outta Control - Remix,rap,0.77,0.595,8,-6.004,0,0.256,0.0225,0,0.0936,0.535,91.989,247060
Making Moves,rap,0.863,0.53,1,-9.846,1,0.39,0.0611,0,0.0805,0.599,159.948,160500
If I Can't,rap,0.877,0.638,11,-2.537,0,0.333,0.249,0,0.0239,0.836,93.952,196640
Close To Me,rap,0.73,0.745,1,-3.775,1,0.239,0.0605,0,0.104,0.284,92.004,258307
Communicating,rap,0.858,0.554,0,-8.165,0,0.344,0.0377,0,0.164,0.75,140.011,192000
Just A Lil Bit,rap,0.704,0.683,1,-6.617,1,0.328,0.0326,0.00627,0.336,0.526,96.912,237707
Disco Inferno - Live from Sessions @ AOL,rap,0.831,0.549,2,-7.603,0,0.243,0.197,6.83E-06,0.33,0.606,97.041,189939
In Da Club,rap,0.908,0.721,1,-2.761,0,0.316,0.274,0,0.0758,0.767,90.01,193467
Candy Shop,rap,0.581,0.569,7,-7.978,1,0.43,0.0248,4.94E-05,0.373,0.726,97.927,208655
A Little More,rap,0.769,0.776,1,-2.559,0,0.0393,0.0603,0,0.229,0.184,126.077,233838
High All The Time,rap,0.66,0.911,11,-1.768,1,0.289,0.0297,0,0.0696,0.501,87.311,269360
Handsome,rap,0.776,0.574,7,-4.805,1,0.0522,0.305,0,0.365,0.318,90.047,144000
Drop It Like It's Hot,rap,0.912,0.553,1,-4.716,1,0.205,0.188,0,0.102,0.62,91.991,270467
Youth Memories,rap,0.678,0.355,11,-10.102,0,0.0354,0.676,0.17,0.0912,0.158,80.982,183648
Eyes Closed,rap,0.746,0.693,1,-6.522,0,0.146,0.307,7.87E-06,0.0921,0.672,83.527,138213
Collapse - G-Unit Freestyle,rap,0.467,0.57,9,-8.026,1,0.4,0.415,0,0.0779,0.434,174.95,97653
Professor the Teacher,rap,0.722,0.274,8,-11.067,1,0.166,0.565,3.30E-05,0.11,0.19,122.067,157377
Hate It Or Love It,rap,0.796,0.782,9,-4.805,1,0.21,0.146,0,0.13,0.418,99.978,207440
Push It,rap,0.66,0.765,7,-7.121,1,0.245,0.227,0,0.376,0.771,151.074,208600
Poppin' Them Thangs,rap,0.768,0.806,6,-1.406,0,0.195,0.261,0,0.0785,0.927,88.024,240800
Till I Collapse,rap,0.551,0.851,1,-3.277,1,0.197,0.0748,0,0.0784,0.1,171.411,297893
Cleanin' Out My Closet,rap,0.908,0.762,9,-4.773,0,0.153,0.0658,0,0.104,0.869,148.016,297933
BADU,rap,0.64,0.605,9,-8.263,0,0.184,0.419,0,0.121,0.201,99.775,175200
Flowers,rap,0.754,0.652,11,-4.924,0,0.0308,0.174,0,0.113,0.474,95.006,192013
Westside Story,rap,0.876,0.647,11,-3.917,1,0.28,0.16,0,0.238,0.961,86.993,223067
Lose Yourself - Soundtrack Version,rap,0.69,0.747,2,-4.583,1,0.264,0.00984,6.85E-04,0.355,0.0703,171.367,326640
I Like The Way She Do It,rap,0.492,0.805,7,-5.425,1,0.329,0.01,0,0.272,0.264,93.694,232600
Boomin,rap,0.825,0.541,10,-5.31,0,0.0599,0.0259,0,0.696,0.151,149.922,180113
Outlaw,rap,0.64,0.602,2,-7.311,1,0.391,0.0895,0,0.214,0.152,71.852,195907
So Seductive,rap,0.569,0.869,8,-3.351,1,0.215,0.216,0,0.0874,0.707,96.07,209862
Low Low,rap,0.81,0.652,8,-10.595,1,0.186,0.0943,5.02E-04,0.105,0.607,160.114,218250
Forgot About Dre,rap,0.925,0.737,8,-1.292,1,0.0777,0.092,0,0.169,0.603,133.946,222240
I Just Wanna Say,rap,0.669,0.8,3,-5.609,1,0.117,0.358,0,0.241,0.179,105.052,170310
Alive,rap,0.694,0.629,6,-8.928,1,0.143,0.0894,4.05E-06,0.131,0.618,140.053,209514
Crime Wave,rap,0.675,0.897,9,-2.365,1,0.0841,5.13E-04,0,0.25,0.648,106.922,224533
Fight Music,rap,0.75,0.849,0,-3.097,1,0.264,0.0803,0,0.333,0.771,89.501,261093
Racks,rap,0.731,0.877,10,-3.711,0,0.0642,0.356,0.0782,0.0559,0.576,165.161,136727
Keep It on Me,rap,0.55,0.793,10,-11.84,1,0.877,0.106,0,0.0465,0.494,86.741,154926
Can You Spit?,rap,0.478,0.561,5,-11.307,0,0.264,4.22E-04,1.94E-04,0.277,0.258,82.337,165787
Do You Think About Me,rap,0.591,0.822,8,-4,1,0.26,0.00715,1.96E-04,0.147,0.27,94.159,206893
Shark Tank,rap,0.894,0.657,2,-9.086,1,0.284,0.103,0,0.0806,0.906,150.088,169600
Skyline,rap,0.822,0.654,1,-7.241,1,0.221,0.404,2.04E-06,0.115,0.452,100.033,163200
Patiently Waiting,rap,0.738,0.674,1,-2.299,1,0.28,0.275,0,0.344,0.575,78.929,288867
Dead or Alive,rap,0.687,0.719,10,-8.506,0,0.356,0.0535,0,0.139,0.722,78.85,220000
Beg For Mercy,rap,0.611,0.794,2,-3.466,1,0.349,0.0302,0,0.338,0.837,97.558,158907
X Gon' Give It To Ya,rap,0.501,0.851,10,-5.111,0,0.292,0.0295,0,0.0775,0.627,95.058,219253
Ruff Ryders' Anthem - Re-Recorded,rap,0.867,0.796,6,-4.73,1,0.0693,0.202,0,0.0838,0.776,92.766,231040
Party Up,rap,0.534,0.933,11,-3.282,1,0.366,0.0835,0,0.394,0.478,202.058,268867
B.M.F. (Blowin' Money Fast),rap,0.721,0.863,2,-4.226,1,0.0558,0.0174,0,0.178,0.35,139.981,250307
Hold Me Back,rap,0.435,0.712,11,-5.566,1,0.144,0.0383,0,0.109,0.445,125.789,267147
Ether,rap,0.573,0.831,7,-5.586,1,0.433,0.0401,0,0.0909,0.766,76.352,277707
I Can,rap,0.837,0.885,6,-3.914,0,0.182,0.103,0,0.0666,0.694,95.313,253720
Bridging the Gap,rap,0.703,0.687,7,-7.104,1,0.389,0.0332,0,0.393,0.461,93.606,235613
99 Problems,rap,0.482,0.955,6,-0.905,0,0.382,0.00782,0,0.0599,0.509,89.422,235467
"All I Do Is Win - Feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross",rap,0.55,0.779,0,-3.841,1,0.211,0.0135,0,0.333,0.315,150.069,230281
Ante Up (Robbin Hoodz Theory),rap,0.646,0.889,1,-4.449,1,0.204,0.0063,7.74E-05,0.872,0.852,94.113,232373
Bang Bang,rap,0.865,0.877,5,-2.437,0,0.148,0.12,2.07E-06,0.0808,0.783,95.329,222467
"Biggie/Tupac Live Freestyle (Funkmaster Flex & Big Kap Feat. DJ Mister Cee, Notorious B.I.G & Tupac)",rap,0.571,0.941,4,-2.853,1,0.423,0.742,0.0026,0.112,0.814,188.632,108973
Bitch Please,rap,0.863,0.771,7,-2.77,1,0.19,0.00954,0,0.288,0.812,95.029,234733
Bitch Please II,rap,0.918,0.586,1,-2.89,1,0.133,0.0783,0,0.145,0.779,95.517,288200
Black Magic (feat. Rick Ross),rap,0.721,0.618,1,-5.246,1,0.0536,0.00148,0,0.0908,0.23,96.724,174013
Boom,rap,0.469,0.832,6,-6.709,0,0.432,0.139,0,0.0278,0.341,139.399,230187
Breathe,rap,0.713,0.91,10,-5.586,0,0.282,0.34,0,0.304,0.51,83.028,268960
Burn (feat. Big Sean),rap,0.67,0.895,2,-1.438,1,0.349,0.327,0,0.269,0.622,111.389,216667
Chin Check,rap,0.926,0.727,7,-5.503,1,0.241,0.0337,1.51E-04,0.0834,0.785,99.99,218175
"Click, Clack - Get Back!",rap,0.606,0.789,1,-3.865,1,0.0817,0.00213,6.12E-06,0.501,0.844,167.977,190533
Da Rockwilder,rap,0.612,0.659,6,-6.995,0,0.406,0.0137,0,0.417,0.393,99.137,136093
Disco Inferno,rap,0.915,0.659,3,-5.169,1,0.236,0.24,1.81E-04,0.203,0.722,96.974,212648
Dope Boys,rap,0.733,0.813,1,-3.402,0,0.225,0.148,0,0.179,0.696,85.067,240507
Dope Man,rap,0.69,0.783,7,-6.249,1,0.286,0.0115,0,0.155,0.681,176.494,375747
Ether,rap,0.573,0.831,7,-5.586,1,0.433,0.0401,0,0.0909,0.766,76.352,277707
Future,rap,0.629,0.794,1,-4.174,1,0.256,0.0958,0,0.27,0.325,151.029,335520
Gangsta Nation,rap,0.843,0.7,9,-3.249,0,0.26,0.127,0,0.876,0.675,95.05,293053
Get It On The Floor,rap,0.795,0.789,1,-4.661,1,0.117,0.156,2.80E-06,0.0793,0.597,94.218,263707
Gimme the Loot - 2005 Remaster,rap,0.713,0.647,7,-8.22,1,0.439,0.0867,0,0.636,0.694,94.036,304147
Go Getta - (Explicit),rap,0.386,0.742,3,-6.545,0,0.178,0.094,0,0.188,0.439,174.22,228760
Got Ur Self A...,rap,0.599,0.861,11,-4.783,0,0.265,0.0128,0,0.113,0.613,92.866,228747
Hail Mary,rap,0.726,0.651,10,-6.352,0,0.3,0.164,7.26E-06,0.303,0.382,164.113,312080
Hate Me Now (feat.- Puff Daddy),rap,0.652,0.754,9,-4.929,0,0.208,0.00616,0,0.12,0.429,90.12,285307
Heat,rap,0.587,0.966,6,-2.808,0,0.514,0.292,0,0.347,0.7,85.51,254907
Heavy Artillery,rap,0.669,0.889,5,-3.195,1,0.126,0.0137,4.96E-06,0.368,0.658,158.233,254040
Hit 'Em Up - Single Version,rap,0.916,0.844,7,-3.967,1,0.236,0.0394,0,0.0778,0.586,95.19,312627
Hustler's Ambition,rap,0.604,0.737,7,-6.174,1,0.292,0.277,0,0.305,0.683,88.243,237613
Hustlin',rap,0.502,0.652,9,-7.224,1,0.3,0.0849,0,0.0675,0.649,136.04,254093
How We Do,rap,0.862,0.648,4,-7.401,0,0.251,0.0455,0,0.0332,0.637,98.012,235533
I Get Money,rap,0.525,0.933,9,-4.673,1,0.356,0.159,2.41E-04,0.311,0.457,122.631,223720
I'm So Hood,rap,0.711,0.885,9,-3.178,0,0.0804,0.0199,0,0.247,0.514,130.954,255400
I'll Still Kill,rap,0.666,0.715,2,-5.276,0,0.261,0.111,9.69E-06,0.23,0.725,88.046,223507
Ima Boss (feat. Rick Ross),rap,0.37,0.87,5,-2.09,1,0.271,0.0415,0,0.604,0.331,79.092,250240
"Ima Boss (feat. T.I., Birdman, Lil' Wayne, DJ Khaled, Rick Ross & Swizz Beatz)",rap,0.358,0.813,5,-2.54,1,0.272,0.033,0,0.561,0.439,157.99,313307
Juicy - 2007 Remaster,rap,0.873,0.816,9,-4.645,1,0.256,0.483,0,0.146,0.79,96.067,301467
It's Good,rap,0.666,0.715,8,-7.292,1,0.156,0.0244,0,0.119,0.1,85.356,241467
Kick In The Door,rap,0.634,0.638,10,-10.169,0,0.792,0.114,0,0.433,0.664,179.67,286267
It's Okay (One Blood),rap,0.605,0.868,7,-5.612,1,0.239,8.39E-04,0,0.118,0.626,163.494,259187
Let's Ride,rap,0.878,0.739,5,-5.157,1,0.189,0.169,0,0.119,0.824,93.601,237680
Machine Gun Funk - 2006 Remaster,rap,0.841,0.738,4,-5.317,0,0.3,0.102,0.0235,0.0901,0.305,93.725,255893
Lean Back,rap,0.799,0.916,1,-3.344,1,0.471,0.11,0,0.0746,0.697,126.687,247427
Many Men (Wish Death),rap,0.589,0.827,11,-2.938,1,0.384,0.0143,0.00151,0.14,0.386,161.978,256240
Murder Was The Case (Death After Visualizing Eternity) (feat. Dat Nigga Daz),rap,0.47,0.83,9,-5.35,1,0.115,0.00474,0,0.339,0.587,90.967,218187
My Buddy,rap,0.599,0.929,6,-3.93,1,0.423,0.044,0,0.319,0.646,97.979,224627
Martians Vs Goblins,rap,0.476,0.81,4,-3.414,0,0.265,0.0803,0,0.568,0.642,83.309,228827
Muthaf**ka Up,rap,0.59,0.542,9,-7.849,1,0.329,0.00152,0,0.364,0.48,122.482,233680
Oh Boy,rap,0.762,0.776,11,-5.623,1,0.196,0.0266,0,0.0959,0.796,83.02,204707
Pandemonium (feat. Wale & Rick Ross),rap,0.613,0.894,6,-3.908,0,0.292,0.114,0,0.265,0.759,160.09,359680
Party and Bullshit - 2008 Remaster,rap,0.433,0.862,1,-3.89,0,0.412,0.193,0,0.604,0.722,200.817,217000
Party Up,rap,0.488,0.954,11,-1.584,1,0.326,0.0798,0,0.163,0.596,202.535,272920
Put On,rap,0.653,0.77,9,-6.091,0,0.0353,0.00342,0,0.0887,0.272,137.616,321293
Renegade,rap,0.764,0.724,1,-4.748,0,0.368,0.441,1.27E-06,0.177,0.826,84.797,336133
Remember the Name (feat. Styles of Beyond),rap,0.688,0.835,8,-4.162,1,0.0911,0.0583,2.87E-06,0.0795,0.88,84.858,230493
Ruff Ryders' Anthem,rap,0.86,0.793,10,-3.89,0,0.272,0.0437,0,0.0493,0.694,91.029,212053
Runnin' (Dying To Live),rap,0.544,0.805,10,-2.765,0,0.408,0.0497,3.65E-04,0.145,0.668,166.061,231987
Stay Fly - Explicit Album Version,rap,0.789,0.881,11,-5.758,1,0.0331,0.108,0,0.355,0.647,133.301,236600
Steady Mobbin,rap,0.488,0.691,0,-8.09,0,0.279,0.0219,0,0.501,0.697,156.141,310733
Stunt 101,rap,0.729,0.766,9,-1.183,1,0.405,0.157,0,0.21,0.694,95.535,90633
Swagga Like Us - T.I. and Jay-Z feat. Kanye West and Lil' Wayne,rap,0.58,0.817,4,-5.009,1,0.214,0.00163,0,0.118,0.238,89.008,327667
The City,rap,0.574,0.787,11,-4.147,0,0.398,0.176,0,0.0918,0.302,144.474,341453
Thug 4 Life,rap,0.924,0.791,0,-5.401,1,0.0681,0.279,0,0.0661,0.881,105.107,173453
The Rain,rap,0.694,0.923,9,-1.963,0,0.0642,0.182,0,0.201,0.431,89.022,207787
Toss It Up,rap,0.679,0.755,1,-4.062,0,0.33,0.0438,0,0.445,0.627,183.973,282800
Troublesome '96,rap,0.865,0.924,1,-3.489,1,0.226,0.145,4.43E-05,0.383,0.557,97.523,277267
Tupac Back (feat. Rick Ross),rap,0.675,0.673,1,-4.033,0,0.358,0.0471,0,0.218,0.637,140.036,236893
Top Down - Main,rap,0.584,0.872,10,-3.477,0,0.0616,0.114,0,0.139,0.815,94.018,188933
We Right Here,rap,0.67,0.675,9,-5.637,1,0.196,0.00529,3.14E-06,0.312,0.686,185.903,267707
Vato,rap,0.484,0.711,1,-4.584,1,0.239,0.142,0,0.378,0.46,90.961,284653
We Takin' Over,rap,0.767,0.872,10,-4.25,0,0.0761,0.153,0,0.518,0.565,112.6,263280
Welcome To My Hood,rap,0.598,0.7,8,-3.903,1,0.205,0.0074,0,0.281,0.558,139.48,250373
Welcome To New York City,rap,0.581,0.884,8,-5.512,1,0.315,0.0185,0,0.132,0.493,169.472,309600
Табор уходит в небо,rap,0.501,0.362,2,-10.166,1,0.135,0.096,2.71E-06,0.149,0.151,78.732,208862
Яд,rap,0.607,0.756,2,-3.53,1,0.181,0.138,0,0.0743,0.795,88.098,158746
Кинотеатр «Дружба»,rap,0.707,0.641,11,-4.842,1,0.0666,0.00412,1.84E-04,0.338,0.538,146.066,167671
Дыхание улиц,rap,0.717,0.238,10,-13.799,0,0.426,0.356,2.36E-06,0.0999,0.525,84.992,230767
"Оп, мусорок",rap,0.778,0.87,2,-1.344,0,0.214,0.525,0.353,0.34,0.481,82.001,175720
Второе дыхание,rap,0.676,0.823,4,-5.676,0,0.44,0.251,0,0.138,0.444,86.974,190345
Жизнь,rap,0.243,0.717,6,-7.206,0,0.425,0.063,0,0.365,0.467,53.06,159817
Решето,rap,0.545,0.723,10,-5.745,1,0.0446,0.0281,0,0.102,0.778,84.165,157962
Суета,rap,0.699,0.634,0,-5.625,1,0.165,0.0416,5.76E-06,0.542,0.482,78.982,204304
Статус,rap,0.77,0.829,8,-4.529,1,0.282,0.104,0,0.169,0.797,160.141,192157
Стволок за поясок,rap,0.595,0.628,0,-5.919,1,0.119,0.136,0,0.572,0.0393,167.998,244750
Аййй,rap,0.761,0.544,5,-4.668,0,0.475,0.282,0,0.206,0.778,84.929,130222
Здесь так,rap,0.784,0.675,1,-4.091,1,0.0953,0.165,0,0.0393,0.382,130.02,198029
Гагарин (feat. Каспийский груз),rap,0.598,0.715,5,-5.714,0,0.276,0.214,3.68E-06,0.158,0.682,152.114,271497
Салам пацанам,rap,0.62,0.389,11,-14.509,0,0.272,0.493,0.00633,0.147,0.301,76.105,197538
Брат за брата,rap,0.737,0.491,1,-9.635,1,0.249,0.0937,1.21E-06,0.225,0.458,81.981,199353
Амбасcадора,rap,0.814,0.788,7,-7.192,1,0.381,0.331,0,0.322,0.731,81.98,232031
Криминал,rap,0.717,0.411,4,-8.34,0,0.233,0.544,6.33E-04,0.0766,0.244,85.017,233546
Запретный плод,rap,0.59,0.629,4,-6.872,0,0.318,0.281,0,0.127,0.206,82.318,187099
Черная Волга,rap,0.682,0.562,0,-9.105,1,0.327,0.167,0,0.613,0.534,151.787,286776
Сарума,rap,0.651,0.775,6,-7.099,0,0.179,0.426,1.18E-05,0.221,0.567,81.961,142316
Тархиб,rap,0.431,0.843,9,-7.162,1,0.199,0.494,1.74E-06,0.245,0.0671,93.569,135367
Рукалицо,rap,0.83,0.579,1,-5.147,1,0.443,0.117,0,0.241,0.502,139.828,251531
Darth Vader,rap,0.577,0.581,11,-11.265,0,0.214,0.321,1.53E-05,0.545,0.592,102.173,243529
Тартар,rap,0.484,0.699,9,-7.058,1,0.162,0.0272,4.77E-04,0.356,0.504,118.173,168856
Раскидать нули,rap,0.593,0.484,11,-6.731,0,0.296,0.247,0,0.208,0.334,79.84,267833
Везёт не всем,rap,0.47,0.733,7,-7.479,1,0.385,0.0481,1.82E-04,0.102,0.681,77.019,194862
"Оттуда, где я",rap,0.786,0.909,8,-6.059,0,0.0536,0.0198,2.93E-06,0.0839,0.162,124.026,204182
9H,rap,0.622,0.603,8,-7.242,1,0.107,0.332,0.0883,0.133,0.462,168.062,194325
До тла,rap,0.424,0.612,1,-5.007,1,0.323,0.139,0,0.0813,0.157,176.188,232777
Когда мы вошли,rap,0.634,0.726,6,-5.58,0,0.378,0.0274,1.30E-05,0.365,0.527,139.845,232229
Там и здесь,rap,0.636,0.629,1,-6.075,0,0.179,0.191,0,0.0779,0.223,95.085,209737
Шлюза за дым,rap,0.372,0.653,8,-5.588,0,0.0625,0.0364,0.0102,0.0636,0.0395,84.15,188421
Поколение,rap,0.715,0.721,5,-6.074,0,0.192,0.138,0,0.202,0.301,136.865,326472
Воу-воу палехчэ,rap,0.809,0.526,11,-7.877,0,0.0527,0.351,3.01E-05,0.178,0.713,124.063,209591
Буду погибать мало.дым,rap,0.456,0.561,4,-8.574,1,0.387,0.38,0,0.255,0.319,82.455,230296
Заколоченное,rap,0.747,0.673,6,-6.601,0,0.194,0.462,0.00106,0.153,0.124,92.972,340025
Лучший друг,rap,0.665,0.89,7,-5.424,1,0.185,0.076,2.07E-05,0.143,0.281,139.912,187101
Сонная лощина,rap,0.679,0.694,1,-7.874,0,0.257,0.71,2.52E-06,0.136,0.745,149.911,213393
Ксенон и тонировка,rap,0.676,0.5,11,-9.583,0,0.0563,0.0359,0.00164,0.127,0.171,92.039,127399
Ау,rap,0.624,0.876,9,-6.298,1,0.456,0.29,0,0.282,0.678,147.924,240041
Солдаты,rap,0.71,0.659,3,-6.271,0,0.348,0.125,0,0.137,0.355,104.658,219440
Странно,rap,0.653,0.692,8,-6.093,1,0.429,0.356,0,0.0856,0.554,85.114,177882
Стая,rap,0.804,0.889,6,-5.16,0,0.28,0.162,0,0.0928,0.601,91.974,213913
По лбу.,rap,0.569,0.795,9,-6.704,0,0.198,0.295,0,0.31,0.23,154.107,228125
Афганистан,rap,0.625,0.496,2,-9.881,1,0.0921,0.293,1.83E-05,0.222,0.215,146.003,224577
Всё нормально,rap,0.63,0.743,1,-7.722,1,0.394,0.393,0,0.118,0.536,160.056,180016
