Iron Man,0.332,0.769,9,-11.503,1,0.0765,0.00367,0.00413,0.0372,0.525,157.378,354774,4
Island In The Sun,0.654,0.81,4,-6.26,0,0.0288,0.00719,0.00251,0.165,0.661,114.623,200307,4
It's Been Awhile,0.509,0.774,6,-4.054,1,0.0338,0.00189,0.000549,0.143,0.0824,116.529,264707,4
It's My Life,0.551,0.913,0,-4.063,0,0.0466,0.0263,1.35e-05,0.347,0.544,119.992,224493,4
J'ai demandé a la lune,0.712,0.632,6,-9.017,0,0.0237,0.233,0.224,0.246,0.619,109.999,209413,4
Jaded Future,0.678,0.779,3,-6.093,0,0.0437,7.04e-05,0.866,0.25,0.367,140.012,211027,4
Jerk It Out - Original Mix,0.58,0.981,8,-2.603,0,0.06,0.0171,1.07e-05,0.386,0.861,134.007,195667,4
Johnny B. Goode,0.332,0.944,4,-4.842,1,0.0715,0.181,0.000659,0.349,0.397,156.223,279400,4
Joker And The Thief,0.264,0.78,0,-2.741,1,0.0517,0.0452,0.0222,0.376,0.456,155.376,280467,4
Jumpin' Jack Flash - (Original Single Mono Version),0.6,0.91,3,-6.98,1,0.0497,0.0406,0.561,0.0642,0.619,137.361,217973,4
Kalimba,0.863,0.877,1,-9.051,0,0.0464,0.00906,0.805,0.0831,0.673,119.758,351440,4
Karma Police,0.36,0.501,7,-9.129,1,0.0258,0.0638,9.32e-05,0.172,0.324,74.807,264067,4
Keep On Swinging,0.218,0.836,1,-5.441,0,0.0994,0.000995,0.00194,0.522,0.41,173.806,239413,4
Keep Up With You,0.561,0.854,7,-4.226,1,0.0331,0.0155,0.656,0.165,0.132,118.944,316640,4
"Kernkraft 400 - DJ Gius Mix, Radio Edit",0.714,0.528,6,-8.789,1,0.0692,0.00415,0.854,0.0819,0.297,139.983,207267,4
Ketto,0.635,0.784,7,-7.718,0,0.0312,0.337,0.917,0.152,0.31,95.011,306840,4
Kiara,0.595,0.788,3,-10.128,0,0.363,0.195,0.202,0.153,0.414,97.012,230307,4
Kickapoo,0.501,0.796,0,-4.599,1,0.104,0.107,0.000974,0.539,0.582,130.719,254347,4
Kids,0.451,0.931,9,-3.871,1,0.0719,0.00076,0.0049,0.361,0.172,122.961,302840,4
Killing In The Name,0.466,0.833,7,-4.215,1,0.304,0.0266,0,0.0327,0.661,88.785,313573,4
Kings Season,0.256,0.713,6,-5.927,0,0.0618,0.0957,8.99e-05,0.103,0.105,84.6,230867,4
Knockin' On Heaven's Door,0.496,0.739,6,-7.193,1,0.0415,0.0211,0.00444,0.106,0.378,132.41,336000,4
Kong,0.542,0.749,6,-8.333,0,0.0277,0.173,0.942,0.315,0.674,94.031,237827,4
Kyla Cries Cologne,0.492,0.825,5,-4.544,0,0.0398,0.00015,0,0.1,0.365,108.663,215947,4
L'Avenir Est Un Long Passé - Nouvelle Version,0.543,0.554,1,-8.139,1,0.0648,0.0362,0.000152,0.327,0.515,86.84,293760,4
L'Aventurier,0.556,0.909,4,-9.982,1,0.0444,0.254,0.00058,0.0971,0.633,167.101,231960,4
L'Hymne De Nos Campagnes,0.819,0.688,5,-5.644,1,0.113,0.265,0,0.311,0.801,87.999,186751,4
L'apologie,0.769,0.944,8,-3.411,1,0.0943,0.148,0,0.0837,0.815,124.003,198800,4
La Grange,0.509,0.641,4,-9.936,0,0.264,0.00249,0.0304,0.196,0.612,161.74,230480,4
La Tribu De Dana,0.666,0.781,8,-6.882,1,0.0593,0.111,0,0.108,0.367,93.532,287240,4
Last Resort,0.589,0.89,4,-3.719,0,0.0603,0.000481,0.00082,0.201,0.692,90.598,199907,4
Layla,0.559,0.524,2,-11.64,0,0.0462,0.318,0.00094,0.933,0.652,93.85,289027,4
Le Banquet,0.742,0.841,2,-7.58,1,0.149,0.0151,0.0352,0.17,0.155,93.978,296093,4
Le chat,0.383,0.23,4,-12.615,1,0.0472,0.796,0,0.201,0.466,60.067,171200,4
Le lion est mort ce soir,0.553,0.487,7,-11.497,1,0.0517,0.462,0,0.274,0.445,123.144,178133,4
Les moutons,0.568,0.937,0,-4.346,1,0.141,0.543,0,0.213,0.835,164.928,228440,4
Let It Bleed - Amended,0.279,0.878,8,-4.843,1,0.261,0.000734,0,0.102,0.523,150.406,190813,4
Let There Be Light,0.612,0.889,8,-3.28,1,0.0545,0.00012,0.0275,0.185,0.0452,122.991,295947,4
Let's Bang,0.475,0.915,0,-3.578,1,0.0762,0.0018,0.000127,0.305,0.716,161.039,244400,4
Lights Of Heaven,0.387,0.823,4,-9.167,0,0.036,0.000131,0.785,0.22,0.296,165.611,263933,4
Lightspeed Disco - Sabrepulse,0.614,0.535,1,-8.726,1,0.0422,0.168,0.83,0.131,0.537,131.964,232727,4
Livin' On A Prayer,0.532,0.887,0,-3.757,1,0.0335,0.0778,0.000214,0.294,0.795,122.511,249293,4
Living Mice,0.431,0.0573,7,-22.465,1,0.0403,0.883,0.609,0.0484,0.0395,74.97,177500,4
Living With the Pain,0.292,0.931,2,-6.171,1,0.271,0.000302,0.000902,0.132,0.224,161.253,306704,4
Lonely Day,0.47,0.796,8,-3.277,0,0.0336,0.362,1.1e-06,0.133,0.215,113.108,167907,3
Louder Than Words,0.333,0.613,2,-8.414,0,0.0756,0.209,1.15e-05,0.049,0.11,79.871,284274,4
Love Hurts,0.474,0.805,4,-4.063,0,0.0266,0.0129,2.51e-06,0.175,0.409,78.102,237067,4
Lying From You,0.535,0.951,3,-3.324,0,0.18,0.00777,0,0.0669,0.723,160.102,175373,4
Magic Spells,0.745,0.696,4,-9.906,1,0.0536,0.846,0.89,0.101,0.339,104.97,366867,4
Make Me Bad,0.531,0.793,11,-6.889,0,0.0496,0.000192,0.0241,0.229,0.417,110.003,235613,4
Manchild,0.273,0.88,0,-4.647,1,0.0802,0.0365,0,0.0566,0.648,162.619,205416,4
Master Exploder,0.311,0.934,11,-3.942,0,0.0737,0.00962,0.00863,0.127,0.574,74.47,144800,4
Me gustas tu,0.657,0.741,11,-6.822,0,0.0825,0.663,0.494,0.222,0.908,175.949,239987,4
Message In A Bottle - 2003 Stereo Remastered Version,0.577,0.808,1,-7.04,0,0.039,0.0338,1.33e-05,0.221,0.869,151.008,290280,4
Midnight City,0.526,0.712,11,-6.525,0,0.0356,0.0161,0,0.179,0.32,105.009,241440,4
Mind Storm,0.538,0.94,2,-2.959,1,0.0633,1.88e-05,0.79,0.0682,0.297,118.138,249960,4
"Mira, Ultraviolet",0.163,0.659,5,-7.401,0,0.0342,0.00164,0.627,0.288,0.0298,131.954,204627,4
Money For Nothing - Edit,0.672,0.813,2,-6.142,0,0.0378,0.0681,7.53e-06,0.1,0.814,134.239,248280,4
Monkey Island,0.668,0.981,6,-3.896,0,0.0484,0.458,0.933,0.0504,0.898,94.45,110332,4
More Than a Feeling,0.377,0.681,7,-8.039,1,0.0298,0.00088,0.0023,0.0504,0.285,108.789,285133,4
Moskau - Long Version,0.745,0.863,5,-4.646,0,0.0401,0.158,1.25e-06,0.165,0.857,131.446,270360,4
Mr. Crowley,0.307,0.748,2,-6.514,0,0.0568,0.212,0.000153,0.368,0.347,108.227,302648,4
Mr. Writer,0.447,0.775,5,-3.496,0,0.0383,0.0483,0,0.103,0.164,133.416,319293,4
Mushroom Compost,0.331,0.712,6,-8.492,1,0.0748,0.252,0.488,0.087,0.388,179.442,199933,3
Mutiny,0.209,0.944,1,-5.536,1,0.0593,2.51e-05,0.564,0.179,0.352,174.03,309947,4
My Favourite Game,0.586,0.777,5,-6.185,0,0.0303,4.78e-05,0.00147,0.0729,0.424,143.339,220468,4
My Generation - Artificial Stereo Version,0.412,0.782,2,-9.186,0,0.058,0.308,0.00822,0.0775,0.705,96.732,198707,4
My Megadrive,0.541,0.715,11,-6.642,0,0.0409,0.0191,4.14e-06,0.075,0.317,164.888,218428,4
My Own Summer (Shove It),0.443,0.781,1,-4.277,1,0.0377,1.33e-05,0.205,0.166,0.372,71.841,214760,4
My Way,0.576,0.864,6,-3.981,1,0.0462,0.02,1.68e-06,0.683,0.609,97.225,272973,4
Naive Song,0.725,0.666,9,-5.992,1,0.0364,0.0255,0.0169,0.107,0.632,119.936,268400,4
Narcissistic Cannibal (feat. Skrillex & Kill The Noise),0.519,0.892,11,-5.285,0,0.113,0.000456,0.000525,0.572,0.559,174.027,190707,4
Navras,0.529,0.853,2,-7.203,1,0.0426,0.0584,0.78,0.124,0.118,134.997,545947,4
New Divide,0.493,0.792,5,-3.877,0,0.0358,0.000219,1.05e-06,0.0936,0.365,117.968,269099,4
Newjack,0.649,0.877,0,-4.679,1,0.338,0.0335,1.43e-06,0.35,0.781,115.03,216893,4
Nightcall,0.532,0.874,9,-5.183,0,0.0482,0.00842,0.012,0.452,0.361,91.038,258413,4
Nightcall (DUSTIN N'GUYEN Remix),0.58,0.914,9,-4.7,0,0.0919,0.00299,0.0247,0.345,0.486,114.956,212947,4
No You Girls,0.677,0.916,2,-4.102,0,0.0296,0.0086,7.68e-05,0.0967,0.878,104.78,223787,4
Noche Acosador,0.586,0.627,9,-9.158,0,0.0411,0.864,0.81,0.09,0.327,99.979,202398,4
Nostrand,0.71,0.375,0,-8.371,0,0.0664,0.135,0.915,0.0925,0.867,169.928,184040,4
Not Again,0.552,0.853,1,-3.841,1,0.0418,0.000125,0.00193,0.0611,0.378,129.988,274560,4
Not In Love,0.477,0.98,7,-4.204,0,0.0895,0.000842,0.00973,0.357,0.197,135.902,226987,4
Nuclear,0.402,0.525,5,-6.456,0,0.0301,0.0345,0.000287,0.134,0.31,135.104,303987,4
Numb,0.496,0.863,9,-4.153,1,0.0381,0.0046,0,0.639,0.243,110.018,185587,4
Old Enough,0.309,0.964,7,-3.452,0,0.0881,0.000679,1.49e-06,0.196,0.239,141.725,165733,4
Omen,0.545,0.953,7,-5.172,1,0.0441,0.000941,0.117,0.281,0.558,140.002,216027,4
On the Downbeat,0.826,0.655,0,-5.698,1,0.101,0.0749,0.0246,0.109,0.707,118.011,216187,4
One Last Breath,0.386,0.677,2,-5.83,1,0.0346,0.00841,0.00366,0.341,0.195,126.602,238240,4
One Minute To Midnight,0.638,0.651,0,-7.392,1,0.191,0.0283,0.805,0.0883,0.368,121.974,220933,4
One More Time,0.613,0.697,2,-8.618,1,0.133,0.0194,0,0.332,0.476,122.746,320357,4
Open Your Eyes,0.515,0.963,10,-2.931,0,0.17,0.00257,0.0227,0.14,0.377,108.336,230000,4
Out in the Fields - 2002 - Remaster,0.425,0.973,0,-4.229,1,0.119,0.00236,0.136,0.265,0.433,179.958,258280,4
Over The Hills And Far Away,0.204,0.844,2,-12.409,1,0.109,0.000424,0.165,0.123,0.305,183.719,320933,3
Overcome,0.328,0.926,9,-3.187,1,0.0756,0.00123,0,0.127,0.392,194.877,226827,4
Overdrive,0.42,0.952,10,-6.839,0,0.0577,0.000134,0.0109,0.12,0.626,132.987,271416,4
POD,0.74,0.858,9,-3.871,0,0.0326,0.0348,3.21e-06,0.0863,0.943,130.043,152347,4
PONPONPON,0.776,0.949,4,-1.754,1,0.0541,0.018,1.49e-05,0.0733,0.955,130.009,126231,4
Pacific Coast Highway,0.69,0.827,8,-7.126,1,0.0416,0.00256,0.524,0.121,0.28,120.021,344267,4
Pacific Coast Highway (JACKSON remix),0.716,0.855,10,-5.345,0,0.107,0.00071,0.831,0.364,0.267,129.991,505200,4
Paint It Black - Mono Version,0.496,0.859,5,-7.927,0,0.0934,0.0135,0.065,0.349,0.768,159.694,224133,4
"Paint It, Black",0.464,0.795,1,-9.267,1,0.0926,0.0493,0.00244,0.399,0.612,158.691,202267,4
Panama,0.526,0.978,8,-5.436,1,0.108,0.00122,4.75e-05,0.0744,0.451,141.167,210227,4
Paper Boats (feat. Ashley Barrett),0.422,0.406,2,-6.287,0,0.033,0.297,0.0827,0.262,0.0624,155.633,240936,4
Papercut,0.524,0.939,9,-3.994,1,0.113,0.00022,0,0.623,0.661,150.184,184867,4
Paranoid Android,0.251,0.848,5,-6.501,1,0.0579,0.0377,0.00591,0.0545,0.207,163.709,387213,4
Parisienne Walkways - Live;Edit,0.367,0.149,9,-18.256,0,0.0282,0.661,0.0696,0.132,0.233,87.795,200908,4
People Are Strange - New Stereo Mix Advanced Resolution,0.7,0.418,4,-11.238,0,0.033,0.655,0,0.195,0.721,119.627,130747,4
People In The Shadow,0.513,0.918,3,-2.662,0,0.049,0.00228,5.09e-06,0.571,0.501,136.984,271733,4
Personal Jesus - 2006 Digital Remaster,0.673,0.899,11,-3.528,1,0.0434,0.0911,0.0172,0.0481,0.793,129.885,224933,4
Phantom,0.619,0.726,7,-6.422,1,0.125,0.00231,0.766,0.652,0.424,116.966,200827,4
Phantom Pt.II (Soulwax Remix),0.623,0.747,7,-4.939,1,0.05,0.00118,0.898,0.163,0.151,127.001,444747,4
Phantom pt. II,0.619,0.726,7,-6.422,1,0.125,0.00231,0.766,0.652,0.424,116.966,200827,4
Phoenix Genma Ken,0.499,0.757,2,-5.512,1,0.0892,5.65e-05,0.747,0.146,0.179,134.965,289137,4
Photosynthesis,0.293,0.707,5,-10.346,1,0.433,0.443,0.497,0.712,0.0325,99.924,408131,4
Play For Real (feat. The Heavy) - Dirtyphonics Remix,0.463,0.705,11,-6.072,1,0.0596,0.00145,0.00084,0.204,0.439,175.002,296914,4
Please Bleed,0.646,0.558,2,-9.676,0,0.0335,0.0281,0.0842,0.118,0.458,121.895,277867,4
Polly,0.83,0.382,2,-11.231,0,0.0566,0.884,0.301,0.11,0.54,121.12,173853,4
Prison Song,0.493,0.974,1,-3.252,1,0.135,0.0202,8.31e-05,0.182,0.354,99.647,201160,4
ProtoVision,0.54,0.559,1,-2.864,1,0.0605,0.023,0.797,0.106,0.202,110.091,205427,4
Puissance Saiyan,0.704,0.721,5,-7.047,0,0.0403,0.000193,0.751,0.0498,0.455,130.059,295433,4
Punching In A Dream,0.473,0.883,6,-3.65,1,0.047,0.00201,0.000967,0.142,0.164,115.048,238133,4
Purple Haze,0.533,0.905,2,-5.27,1,0.0754,0.00876,0.578,0.0698,0.486,108.9,170813,4
Pursuit Of Happiness (nightmare),0.63,0.605,0,-8.951,1,0.0414,0.484,9.29e-05,0.298,0.266,115.277,295293,4
Pushing Me Away,0.484,0.913,6,-4.305,1,0.0425,0.000391,0,0.309,0.279,103.103,191440,4
Que Sera,0.714,0.721,9,-5.049,1,0.0783,0.273,0.245,0.174,0.415,83.021,164093,4
R U Robot,0.645,0.78,0,-5.294,1,0.33,0.00221,0.00761,0.463,0.655,124.95,413454,4
Rambling On My Mind - Live From Madison Square Garden,0.48,0.261,4,-14.731,1,0.0366,0.725,0.521,0.903,0.694,142.232,241107,3
Ranger Elite,0.614,0.808,9,-9.918,0,0.037,0.122,0.412,0.355,0.948,105.013,219293,4
Rape Me,0.42,0.746,8,-10.628,1,0.0467,0.0141,0,0.0661,0.229,111.886,170000,4
Rapid Cognition,0.53,0.836,11,-7.852,0,0.0497,0.164,0.819,0.197,0.54,74.977,314278,4
Red House,0.277,0.479,5,-8.483,0,0.0495,0.585,0.0224,0.16,0.483,53.905,230360,4
Riders On The Storm - New Stereo Mix Advanced Resolution,0.55,0.722,11,-11.729,0,0.0283,0.25,0.0129,0.11,0.716,103.886,434720,4
"Right Here, Right Now",0.572,0.862,7,-8.065,1,0.101,0.0127,0.388,0.674,0.111,124.708,387707,4
Roads,0.607,0.294,5,-11.836,1,0.0764,0.778,0.162,0.106,0.192,76.083,303973,4
Rock You Like A Hurricane - Live At Love At First Sting Tour,0.436,0.832,3,-9.846,0,0.0591,0.000212,0.239,0.973,0.35,128.286,255160,4
Rondoparisiano,0.73,0.539,4,-3.435,0,0.061,0.00908,0.0939,0.122,0.847,111.939,206271,1
Rondoparisiano - Adrian Remix,0.767,0.697,11,-3.471,0,0.108,0.00725,5.07e-05,0.572,0.677,112.006,241579,4
Rose Rouge,0.621,0.807,8,-8.963,0,0.0363,0.07,0.169,0.0737,0.557,118.028,416566,4
Rough Boy,0.456,0.48,9,-15.776,1,0.03,0.38,0.0152,0.142,0.683,157.966,289160,4
Roulette,0.474,0.477,5,-7.528,0,0.0266,0.552,0.00729,0.133,0.227,129.014,201200,4
Roxanne,0.618,0.748,0,-8.905,1,0.358,0.0384,4.1e-06,0.0473,0.663,134.114,191947,4
Run to the Hills - 1998 Remastered Version,0.249,0.943,0,-5.188,1,0.0665,0.0286,0.00404,0.161,0.457,173.672,233507,4
Running Up That Hill,0.45,0.357,10,-13.691,0,0.0338,0.268,0.519,0.0944,0.0838,179.935,297320,4
Russians,0.437,0.282,0,-17.567,0,0.035,0.458,0,0.18,0.198,115.517,238267,4
S.E.X.,0.55,0.914,8,-2.831,1,0.0425,3.53e-05,0.322,0.0894,0.825,134.958,233840,4
Sail,0.826,0.436,1,-9.583,1,0.0558,0.441,0.615,0.0964,0.272,119.051,259093,4
Save Your Life,0.125,0.918,10,-5.758,1,0.169,0.000942,0,0.0533,0.0398,199.972,189165,4
Searching for the space monkey,0.728,0.687,11,-6.406,1,0.0649,0.0084,0.00785,0.171,0.937,92.014,292693,4
Self vs Self (feat. In Flames),0.438,0.989,10,-2.354,0,0.0959,4.94e-06,0.00198,0.941,0.332,174.012,285707,4
Session,0.562,0.936,10,-7.8,1,0.0617,0.0336,0.727,0.537,0.235,98.039,143800,4
Seven Nation Army,0.743,0.446,4,-7.807,0,0.0683,0.0039,0.118,0.337,0.278,123.596,232107,4
Sharp Dressed Man (2008 Remastered LP Version),0.601,0.859,5,-5.264,1,0.0276,0.000359,0.00124,0.0871,0.446,125.144,258027,4
She Loves Me Not,0.598,0.955,2,-4.52,1,0.0916,0.00122,0,0.243,0.402,119.126,209573,4
Shimmy,0.433,0.961,2,-3.556,1,0.0459,0.000941,0.0266,0.0438,0.703,118.97,110800,4
Shine On You Crazy Diamond - Live,0.274,0.41,7,-15.906,0,0.0441,0.237,0.00137,0.97,0.0694,144.682,714133,3
Shoot Many Robots,0.468,0.535,11,-7.157,0,0.0341,0.00475,0.741,0.173,0.445,170.103,203913,3
Signatune - Thomas Bangalter Edit,0.482,0.733,4,-9.978,0,0.0771,5.69e-05,0.958,0.605,0.187,122.972,218627,4
Simple Machine (feat. Bright White Lightning) [Album Edit],0.607,0.742,5,-6.993,0,0.0333,0.00057,0.0449,0.365,0.564,129.045,251141,4
Since We Last Spoke,0.616,0.631,5,-5.576,0,0.037,0.00745,0.6,0.0479,0.152,119.72,254427,4
Sirius,0.624,0.396,4,-15.411,1,0.034,0.0647,0.909,0.113,0.0388,111.401,115280,4
Skyfall,0.356,0.925,4,-2.193,1,0.077,0.00755,0,0.105,0.323,76.543,249412,4
Smack My Bitch Up,0.604,0.995,10,-3.641,0,0.164,0.00306,0.626,0.109,0.262,136.216,343387,4
Smells Like Teen Spirit,0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,301920,4
So Far Away,0.407,0.896,6,-2.935,1,0.063,0.012,0,0.196,0.156,138.697,243573,3
Some Chords,0.79,0.422,1,-8.014,1,0.0684,5.3e-05,0.602,0.074,0.406,128.025,443120,4
Somebody Someone,0.498,0.714,8,-7.917,1,0.0361,0.000915,0.361,0.101,0.226,91.289,227587,4
Somebody That I Used To Know,0.864,0.495,0,-7.036,1,0.037,0.591,0.000133,0.0992,0.72,129.062,244973,4
Something About Us,0.875,0.475,9,-12.673,0,0.0986,0.44,0.72,0.046,0.384,99.958,232667,4
Something Good,0.682,0.581,7,-10.339,1,0.0295,0.714,0.323,0.0802,0.539,108.98,217320,4
Somewhere I Belong,0.451,0.951,1,-3.754,1,0.0645,0.00038,2.39e-06,0.261,0.442,162.065,213933,4
Sortez-Les,0.819,0.771,6,-5.088,1,0.0741,0.517,0,0.0712,0.964,138.225,227507,4
Soul To Squeeze,0.663,0.546,5,-5.234,1,0.0269,0.0322,0.000572,0.107,0.656,88.171,289533,4
Special Place,0.437,0.798,4,-7.68,0,0.0603,0.0285,0.741,0.468,0.467,144.99,413467,4
Spirit In The Sky,0.609,0.617,9,-7.091,1,0.0307,0.0994,0.00404,0.118,0.543,128.903,242893,4
Start Me Up - Remastered,0.631,0.932,5,-4.142,1,0.0354,0.0436,0.137,0.0918,0.971,122.429,213067,4
Steve McQueen,0.385,0.979,11,-2.022,1,0.0659,0.000689,0,0.11,0.33,138.052,222173,4
Still Got The Blues - 2002 Digital Remaster,0.189,0.39,9,-14.497,0,0.0353,0.257,0.000152,0.122,0.32,169.563,370867,3
Still Loving You,0.273,0.39,8,-12.384,0,0.0317,0.134,0.00174,0.183,0.0851,103.955,387000,4
Stop the Rock - Apollo 440 Original Mix,0.594,0.988,10,-3.377,1,0.0759,0.276,0.0307,0.339,0.595,150.017,212400,4
Stress,0.518,0.932,10,-4.854,0,0.134,0.00297,0.881,0.268,0.279,126.94,298587,4
Sultans Of Swing,0.73,0.868,5,-7.325,1,0.0288,0.0632,0.0661,0.318,0.923,148.217,350400,4
Summit (feat. Ellie Goulding),0.692,0.773,6,-3.739,1,0.0359,0.226,0.0104,0.108,0.486,139.989,373987,4
Sunday Bloody Sunday,0.543,0.944,6,-7.495,1,0.0543,0.402,0.000564,0.0373,0.735,101.174,279440,4
Super Colossal,0.349,0.795,6,-5.206,1,0.041,0.000241,0.951,0.321,0.229,179.826,254259,4
Surfing With The Alien,0.392,0.936,5,-6.532,1,0.0849,0.000221,0.839,0.407,0.564,167.333,266387,4
Sweet Child O' Mine,0.446,0.952,6,-5.321,1,0.0523,0.0901,0.0857,0.112,0.624,125.303,356067,4
Sweet Dreams (Are Made Of This),0.222,0.664,0,-5.242,0,0.0379,0.0039,0.65,0.239,0.101,186.044,293293,4
Sweet Home Alabama,0.596,0.605,7,-12.145,1,0.0255,0.181,0.000331,0.0863,0.886,97.798,283800,4
Sweet Long Life (Eliot Lipp Remix),0.645,0.891,2,-5.255,0,0.0378,0.118,0.813,0.166,0.629,96.985,294433,4
Sympathy For The Devil - (Original Single Mono Version),0.702,0.668,9,-9.237,1,0.214,0.518,0,0.0588,0.561,116.063,378147,4
Synthesizer,0.638,0.674,4,-6.062,0,0.0295,0.000143,0.275,0.0608,0.78,114.999,238800,4
Tacobel Canon,0.506,0.518,7,-7.236,1,0.0385,0.000225,0.838,0.303,0.322,133.41,266760,3
Tainted Love,0.637,0.95,8,-4.4,1,0.109,0.00104,7.35e-06,0.288,0.511,142.018,200067,4
Take Five,0.454,0.26,10,-13.213,0,0.0405,0.529,0.000779,0.0646,0.57,174.21,324160,5
Take Me Out,0.277,0.663,4,-8.821,0,0.0377,0.000409,0.00051,0.136,0.527,104.561,237027,4
Take a Walk,0.566,0.755,11,-5.526,1,0.0368,0.0338,0,0.315,0.445,101.006,264493,4
Tallulah,0.513,0.584,8,-5.53,0,0.0284,0.608,5.15e-05,0.189,0.241,139.692,320467,4
Teardrop,0.615,0.419,11,-8.8,0,0.0395,0.0173,0.497,0.135,0.216,76.997,330773,4
Testarossa (SebAstian Remix),0.601,0.807,1,-6.487,1,0.0392,0.000209,0.808,0.225,0.412,130.019,298080,4
The Beat,0.798,0.778,10,-5.236,0,0.143,0.00262,0.0883,0.28,0.624,96.978,211760,4
The Catalyst,0.56,0.925,0,-5.48,1,0.0362,0.0372,0,0.104,0.178,135.009,339853,4
The Cell,0.49,0.891,7,-6.787,1,0.12,0.000845,0.915,0.103,0.409,162.03,299493,4
The Double Rainbow Song,0.75,0.792,2,-2.824,1,0.0604,0.801,0,0.376,0.684,118.946,91434,4
The End - New Stereo Mix Advanced Resolution,0.347,0.302,0,-12.104,1,0.0291,0.163,9.17e-05,0.14,0.0332,105.702,703373,4
The Hardest Button To Button,0.694,0.515,4,-8.663,0,0.0736,0.00666,0.622,0.0884,0.566,128.246,212888,4
The Heavyweight Champion,0.184,0.923,2,-5.129,0,0.117,0.000365,0.699,0.599,0.292,171.404,204242,4
The Island - Pt. I (Dawn),0.578,0.893,9,-3.615,0,0.0557,6.15e-05,0.00629,0.147,0.373,126.018,320173,4
The Kids Aren't Alright,0.523,0.943,1,-4.203,1,0.0337,0.00704,3.81e-05,0.0579,0.766,99.607,180160,4
The Loner - 2002 - Remaster,0.235,0.479,7,-7.648,0,0.0343,0.00152,0.971,0.1,0.105,164.76,354733,3
The Metal,0.623,0.938,0,-4.161,1,0.123,0.00296,0.000852,0.48,0.308,112.022,165960,4
The Parachute Ending,0.602,0.744,9,-5.95,1,0.0446,0.00226,0.694,0.0774,0.165,142.065,350920,4
The Party,0.661,0.847,11,-7.343,1,0.0714,0.314,0.00473,0.806,0.455,119.99,243427,4
The Passenger,0.498,0.889,0,-5.413,1,0.0546,0.0947,1.62e-06,0.733,0.696,134.88,283360,4
The Pretender,0.492,0.952,11,-4.875,0,0.0687,0.00152,0.0966,0.103,0.373,174.034,394483,4
The Quiet Place,0.517,0.961,10,-5.314,0,0.143,0.00033,0.321,0.698,0.159,104.747,225027,4
The Rockafeller Skank - Full Version,0.665,0.991,7,-6.725,1,0.256,0.0117,0.00392,0.339,0.0676,152.596,413880,4
The Rose With The Broken Neck - feat. Jack White,0.576,0.471,2,-9.956,0,0.0307,0.246,0.326,0.13,0.272,116.133,203107,3
The Scars,0.583,0.902,10,-7.142,1,0.0699,0.000362,0.000498,0.0873,0.818,96.439,190125,4
The Son Of Flynn,0.539,0.777,0,-17.645,0,0.0535,0.896,0.912,0.222,0.022,105.989,95226,4
The Spine (feat. Ashley Barrett),0.362,0.57,1,-4.42,1,0.0328,0.113,0,0.15,0.208,133.777,194153,4
The Tempest,0.403,0.754,5,-7.773,0,0.0416,0.00176,0.019,0.545,0.302,174.018,447200,4
The Trooper - 1998 Remastered Version,0.286,0.907,4,-4.601,0,0.0702,0.0326,0.00837,0.311,0.662,159.756,252733,4
The Woman In You,0.644,0.452,9,-9.923,1,0.0283,0.516,0.00838,0.076,0.332,125.971,341440,4
The Zephyr Song,0.725,0.803,2,-4.083,1,0.0337,0.013,3.66e-05,0.0891,0.403,117.391,231933,4
The Zombie Song,0.742,0.439,4,-8.598,0,0.065,0.135,0,0.122,0.826,92.017,172820,4
Them Bones,0.159,0.946,9,-5.756,1,0.0629,0.0235,8.06e-06,0.387,0.309,165.014,149467,1
This Is Halloween (nightmare Before Christmas),0.425,0.926,7,-4.904,1,0.0733,0.00196,0.934,0.169,0.237,119.972,233280,4
This Is The Place,0.611,0.732,9,-4.137,0,0.0347,0.002,0,0.12,0.475,113.451,257693,4
This Messiah Needs Watching,0.427,0.348,9,-13.511,0,0.0363,0.636,0.853,0.094,0.124,108.02,277040,5
Thriller,0.773,0.859,11,-4.913,1,0.0747,0.0855,0.000187,0.914,0.813,118.459,357267,4
Thrown Away,0.435,0.925,6,-4.621,0,0.0842,0.000341,0.0504,0.112,0.206,97.917,240667,4
Thrust,0.316,0.743,7,-6.55,1,0.0764,0.000416,0.42,0.144,0.0727,75.049,323085,4
Time to Pretend,0.438,0.94,2,-3.249,1,0.0452,8.74e-05,0.0777,0.3,0.421,100.99,261000,3
Toffelskater,0.611,0.808,1,-7.36,1,0.0331,0.000119,0.944,0.567,0.62,125.025,186500,4
Toffelskater - 2007 Remix,0.644,0.844,1,-7.813,1,0.0325,0.000205,0.895,0.275,0.514,128.517,297352,4
Total Fascination,0.639,0.8,0,-4.684,1,0.07,0.0272,0.123,0.284,0.42,95.05,315474,4
Toxicity,0.413,0.873,8,-4.151,1,0.0536,0.000264,0.00249,0.204,0.48,116.68,218933,3
Trans Boulogne Express,0.65,0.983,10,-5.008,1,0.0672,0.0619,0.0652,0.664,0.864,131.864,203760,4
Tremendous,0.33,0.86,2,-6.111,1,0.055,0.0576,0.0424,0.186,0.23,86.196,263840,4
Tribute,0.365,0.767,9,-6.185,0,0.0681,0.181,0.000856,0.0942,0.422,94.174,248053,4
